N,P,K,temperature,humidity,ph,rainfall,label
99.0,39.0,40.0,19.33,56.61,6.96,99.65,maize
88.0,44.0,58.0,26.5,72.6,7.24,150.25,jute
91.0,41.0,45.0,22.65,56.2,6.62,145.76,maize
23.0,19.0,33.0,26.9,92.88,6.39,109.5,coconut
11.0,135.0,202.0,22.7,91.36,5.72,118.18,apple
18.0,98.0,34.0,20.89,64.71,6.65,71.76,lentil
63.0,46.0,42.0,27.86,81.12,6.1,295.42,rice
22.0,14.0,23.0,31.6,55.06,5.44,160.98,mango
112.0,27.0,33.0,24.27,61.41,6.9,195.45,coffee
8.0,126.0,198.0,22.17,94.95,5.81,116.34,apple
111.0,27.0,30.0,27.58,63.79,6.21,178.41,coffee
19.0,20.0,16.0,28.7,49.01,6.48,160.53,mango
34.0,55.0,28.0,26.53,74.6,5.48,125.94,blackgram
75.0,56.0,46.0,24.77,80.41,6.79,229.72,jute
89.0,41.0,52.0,29.45,89.72,7.41,221.25,jute
17.0,18.0,21.0,31.31,49.32,4.8,90.55,mango
83.0,44.0,46.0,27.95,78.99,6.78,204.48,jute
68.0,35.0,35.0,26.52,86.65,6.28,203.82,rice
19.0,20.0,9.0,12.02,90.83,6.8,101.96,orange
19.0,82.0,34.0,18.65,69.13,7.06,63.99,lentil
21.0,55.0,28.0,31.57,90.05,7.31,155.05,mungbean
19.0,19.0,21.0,22.65,88.34,6.69,118.67,pomegranate
45.0,67.0,22.0,26.1,61.83,6.27,143.89,blackgram
82.0,46.0,41.0,31.22,79.66,6.42,221.64,jute
48.0,77.0,74.0,18.98,16.11,5.85,74.15,chickpea
52.0,62.0,52.0,33.47,90.75,6.96,149.9,papaya
32.0,71.0,34.0,21.53,16.61,6.51,131.5,pigeonpeas
88.0,40.0,50.0,19.36,68.9,6.31,92.82,maize
44.0,65.0,20.0,31.08,68.66,5.55,120.18,blackgram
16.0,45.0,25.0,28.74,91.44,6.72,169.39,mungbean
24.0,57.0,24.0,31.99,84.87,6.56,115.97,mungbean
16.0,22.0,17.0,12.68,92.31,6.53,106.86,orange
21.0,24.0,25.0,17.45,82.74,5.51,65.8,grapes
19.0,24.0,17.0,11.72,82.23,6.92,72.52,grapes
110.0,10.0,51.0,24.51,91.47,6.29,46.79,watermelon
16.0,60.0,15.0,30.85,85.65,7.29,155.46,mungbean
23.0,15.0,15.0,20.24,89.49,6.62,191.73,pomegranate
100.0,87.0,54.0,27.89,79.64,6.17,107.1,banana
23.0,20.0,18.0,20.83,96.19,5.75,185.77,pomegranate
30.0,45.0,17.0,26.76,91.21,6.96,153.35,mungbean
15.0,101.0,29.0,22.04,64.93,7.33,52.01,lentil
34.0,46.0,28.0,30.35,84.48,6.25,110.18,mungbean
95.0,77.0,63.0,26.16,73.5,6.15,165.75,banana
17.0,20.0,15.0,31.82,47.05,6.68,117.66,mango
57.0,57.0,52.0,34.71,90.78,7.23,140.23,papaya
27.0,125.0,26.0,18.46,21.63,5.68,116.86,kidneybeans
28.0,49.0,27.0,31.34,83.2,6.89,128.45,mungbean
14.0,105.0,35.0,19.94,60.1,5.78,44.49,lentil
17.0,81.0,33.0,19.7,60.29,6.88,51.68,lentil
88.0,56.0,51.0,31.0,89.79,6.92,211.29,jute
15.0,94.0,28.0,20.42,68.43,7.02,32.62,lentil
98.0,33.0,32.0,24.02,67.7,6.28,229.3,coffee
58.0,64.0,50.0,36.99,89.59,7.22,155.9,papaya
3.0,129.0,200.0,21.53,93.17,5.94,123.75,apple
73.0,37.0,38.0,24.95,62.77,6.4,73.75,maize
72.0,40.0,52.0,25.1,88.87,6.21,167.94,rice
113.0,34.0,34.0,26.7,56.6,6.44,163.14,coffee
31.0,49.0,22.0,30.45,85.82,6.78,137.62,mungbean
57.0,88.0,89.0,23.62,16.19,6.87,59.76,chickpea
16.0,55.0,17.0,27.21,50.51,6.2,90.16,mothbeans
17.0,17.0,18.0,12.27,81.8,6.34,66.98,grapes
24.0,25.0,14.0,10.54,93.67,7.18,100.55,orange
123.0,51.0,22.0,25.87,81.32,7.07,85.29,cotton
23.0,22.0,17.0,18.2,83.74,6.29,69.21,grapes
16.0,23.0,23.0,11.32,81.62,6.46,76.93,grapes
22.0,98.0,21.0,22.33,19.61,6.53,174.35,pigeonpeas
118.0,44.0,19.0,24.89,81.02,7.85,111.4,cotton
100.0,25.0,26.0,25.2,59.23,6.76,160.67,coffee
16.0,10.0,15.0,24.07,48.1,5.1,109.91,mango
19.0,98.0,32.0,19.25,62.75,6.03,54.13,lentil
91.0,76.0,49.0,25.26,72.43,6.74,167.84,banana
104.0,10.0,45.0,27.36,87.91,6.97,50.84,watermelon
18.0,118.0,30.0,20.3,22.0,6.67,143.11,kidneybeans
27.0,98.0,18.0,23.3,14.73,6.25,144.04,pigeonpeas
16.0,116.0,28.0,20.73,19.89,5.7,131.62,kidneybeans
19.0,20.0,31.0,28.98,90.06,7.53,194.34,coconut
100.0,31.0,35.0,26.43,68.9,6.78,222.79,coffee
72.0,51.0,46.0,31.87,75.83,6.66,160.33,jute
22.0,49.0,24.0,25.52,87.04,6.44,157.4,mungbean
114.0,51.0,15.0,26.86,84.7,7.96,76.91,cotton
10.0,135.0,31.0,20.51,22.5,5.73,122.92,kidneybeans
11.0,142.0,201.0,23.84,91.41,6.39,120.7,apple
18.0,53.0,20.0,27.45,54.82,5.19,89.7,mothbeans
18.0,128.0,19.0,20.57,19.56,6.83,144.78,kidneybeans
112.0,27.0,30.0,27.26,67.36,6.89,244.04,coffee
113.0,51.0,20.0,27.39,80.04,7.93,101.53,cotton
13.0,95.0,18.0,21.71,67.54,5.72,51.05,lentil
17.0,24.0,10.0,14.95,90.06,6.4,104.0,orange
89.0,81.0,53.0,26.92,73.31,6.64,199.61,banana
54.0,60.0,51.0,36.84,92.55,7.35,162.55,papaya
25.0,17.0,22.0,24.3,53.06,5.71,99.52,mango
78.0,46.0,43.0,23.21,85.6,5.73,177.29,rice
117.0,42.0,24.0,24.99,82.83,7.28,95.88,cotton
53.0,55.0,53.0,34.38,88.15,6.58,154.01,papaya
94.0,32.0,41.0,20.57,74.26,6.47,130.6,maize
23.0,59.0,25.0,29.03,49.66,3.64,72.78,mothbeans
108.0,27.0,34.0,23.05,55.09,6.5,198.81,coffee
54.0,78.0,94.0,23.93,14.5,7.0,72.42,chickpea
81.0,32.0,40.0,21.08,80.63,6.98,198.35,rice
114.0,40.0,23.0,27.89,76.29,7.97,96.48,cotton
21.0,116.0,32.0,21.26,21.67,6.06,112.77,kidneybeans
106.0,11.0,53.0,25.1,86.65,6.01,54.45,watermelon
17.0,25.0,21.0,19.86,82.7,6.33,84.54,grapes
56.0,32.0,49.0,20.95,70.38,6.75,88.19,maize
81.0,40.0,41.0,28.26,73.82,6.95,205.22,jute
106.0,48.0,19.0,28.41,79.04,7.3,66.08,cotton
123.0,41.0,16.0,27.26,81.42,7.26,82.31,cotton
56.0,62.0,53.0,35.86,88.77,7.1,159.33,papaya
16.0,100.0,16.0,20.94,67.72,7.16,37.67,lentil
64.0,45.0,57.0,31.23,80.78,6.05,242.7,jute
101.0,35.0,31.0,26.94,55.68,6.11,231.45,coffee
53.0,65.0,46.0,37.51,90.06,6.69,150.95,papaya
22.0,21.0,17.0,20.82,95.2,6.56,139.55,pomegranate
24.0,16.0,20.0,11.62,83.77,6.94,67.82,grapes
23.0,25.0,10.0,12.97,93.41,6.5,111.31,orange
119.0,51.0,24.0,29.55,82.85,7.24,86.02,cotton
115.0,14.0,49.0,33.36,92.3,6.75,26.86,muskmelon
49.0,64.0,49.0,36.29,91.31,7.28,133.33,papaya
29.0,113.0,22.0,20.02,23.65,6.81,105.13,kidneybeans
18.0,109.0,19.0,21.84,21.7,6.34,120.79,kidneybeans
78.0,53.0,41.0,28.39,81.9,6.31,170.83,jute
27.0,40.0,18.0,28.44,91.51,6.7,142.44,mungbean
20.0,58.0,20.0,28.87,82.51,6.26,172.04,mungbean
108.0,14.0,55.0,29.32,86.11,6.37,48.91,watermelon
19.0,12.0,21.0,28.07,56.92,6.96,147.15,mango
46.0,90.0,73.0,21.45,17.16,6.71,59.96,chickpea
65.0,58.0,42.0,30.93,80.88,6.06,196.45,jute
17.0,88.0,25.0,15.3,61.32,7.27,63.83,lentil
50.0,64.0,46.0,36.66,95.02,7.46,149.93,papaya
15.0,42.0,27.0,30.4,91.15,7.31,168.32,mungbean
97.0,29.0,27.0,27.92,63.13,6.66,177.88,coffee
41.0,62.0,23.0,27.29,70.91,6.13,164.25,blackgram
51.0,55.0,50.0,37.76,90.38,6.59,148.78,papaya
112.0,13.0,45.0,28.3,83.1,6.79,45.04,watermelon
18.0,98.0,22.0,24.64,20.01,6.62,175.66,pigeonpeas
83.0,49.0,43.0,22.35,83.29,6.51,262.86,rice
22.0,19.0,33.0,25.38,94.43,5.99,90.18,coconut
113.0,54.0,24.0,25.84,75.38,5.91,77.04,cotton
17.0,93.0,17.0,22.19,62.14,5.89,48.57,lentil
102.0,29.0,33.0,25.57,65.97,6.02,196.45,coffee
17.0,19.0,22.0,29.28,51.07,5.15,178.15,mango
50.0,56.0,52.0,37.58,90.49,6.88,158.01,papaya
21.0,20.0,13.0,10.08,91.39,6.73,116.45,orange
21.0,15.0,34.0,27.89,93.41,5.22,186.67,coconut
93.0,85.0,52.0,26.71,79.29,5.84,198.14,banana
20.0,72.0,31.0,26.36,16.96,6.5,171.76,pigeonpeas
79.0,54.0,44.0,31.78,82.31,6.25,152.05,jute
16.0,65.0,25.0,26.28,52.86,3.88,98.29,mothbeans
11.0,126.0,26.0,18.41,19.04,6.35,114.82,kidneybeans
113.0,45.0,18.0,27.71,80.31,6.65,68.95,cotton
101.0,71.0,53.0,29.94,74.27,6.59,163.08,banana
80.0,51.0,47.0,31.13,71.63,6.7,227.56,jute
102.0,14.0,52.0,27.11,93.37,6.29,26.53,muskmelon
42.0,67.0,26.0,29.12,63.89,5.21,108.95,blackgram
40.0,62.0,25.0,28.63,62.84,7.25,150.56,blackgram
18.0,130.0,197.0,21.02,93.53,6.91,105.61,apple
50.0,65.0,50.0,37.58,90.73,7.24,160.7,papaya
22.0,20.0,23.0,18.11,83.08,5.8,81.72,grapes
19.0,11.0,18.0,30.25,48.52,6.12,172.57,mango
55.0,56.0,50.0,37.45,91.83,6.91,147.14,papaya
20.0,100.0,34.0,15.03,62.48,7.36,71.95,lentil
70.0,44.0,55.0,27.2,80.12,6.97,240.96,jute
15.0,92.0,20.0,18.43,64.11,6.94,53.02,lentil
114.0,31.0,28.0,27.99,65.21,6.41,205.98,coffee
96.0,8.0,49.0,24.38,89.89,6.53,40.87,watermelon
14.0,127.0,204.0,23.48,94.29,6.86,112.26,apple
42.0,71.0,35.0,27.11,60.71,7.0,145.33,blackgram
103.0,77.0,60.0,25.73,79.89,6.06,129.23,banana
40.0,69.0,20.0,26.6,65.01,5.06,125.58,blackgram
80.0,42.0,40.0,27.19,64.94,7.48,135.14,maize
40.0,67.0,22.0,31.87,70.01,5.11,124.5,blackgram
104.0,16.0,54.0,29.78,85.25,6.8,46.32,watermelon
96.0,9.0,48.0,33.3,93.93,6.19,41.69,muskmelon
62.0,52.0,57.0,24.38,86.0,6.59,165.95,jute
74.0,44.0,41.0,20.67,72.57,7.09,115.85,maize
11.0,90.0,22.0,17.14,65.85,6.39,31.54,lentil
63.0,36.0,45.0,22.76,62.52,6.29,95.94,maize
116.0,41.0,24.0,26.98,78.85,6.05,116.81,cotton
20.0,16.0,17.0,14.71,84.44,6.63,78.63,grapes
16.0,56.0,28.0,30.59,87.08,6.5,184.53,mungbean
22.0,16.0,16.0,23.86,97.57,5.62,144.33,pomegranate
24.0,24.0,11.0,10.79,93.59,6.53,113.64,orange
21.0,20.0,24.0,18.19,94.44,7.03,175.95,pomegranate
19.0,100.0,31.0,21.59,63.98,6.53,66.14,lentil
55.0,55.0,45.0,35.28,90.98,7.21,150.56,papaya
80.0,56.0,55.0,31.62,84.76,7.04,176.17,jute
15.0,141.0,196.0,23.51,92.04,5.89,117.27,apple
54.0,56.0,47.0,34.21,92.66,7.34,146.81,papaya
22.0,20.0,35.0,28.1,95.64,5.25,119.46,coconut
27.0,90.0,17.0,20.25,21.95,5.47,104.31,pigeonpeas
82.0,39.0,48.0,20.24,80.37,6.73,204.03,rice
6.0,128.0,203.0,23.28,92.42,6.31,101.79,apple
13.0,140.0,203.0,23.31,91.13,6.96,129.86,apple
23.0,86.0,17.0,22.88,68.35,5.83,68.45,lentil
79.0,36.0,40.0,22.4,57.11,6.78,71.6,maize
35.0,73.0,33.0,25.57,69.21,5.22,129.37,blackgram
18.0,25.0,17.0,12.36,82.55,7.23,73.33,grapes
46.0,60.0,32.0,29.63,74.19,6.02,149.65,blackgram
108.0,46.0,36.0,27.8,67.04,6.66,124.81,maize
23.0,25.0,35.0,25.34,90.94,7.75,153.76,coconut
24.0,58.0,21.0,25.15,47.94,3.56,93.68,mothbeans
55.0,59.0,48.0,37.71,89.5,6.79,132.6,papaya
16.0,92.0,17.0,24.15,60.91,6.8,48.59,lentil
20.0,18.0,10.0,12.53,94.85,6.01,115.6,orange
45.0,61.0,24.0,28.8,62.57,6.85,122.7,blackgram
53.0,94.0,97.0,19.31,16.55,6.49,68.56,chickpea
12.0,104.0,16.0,21.59,62.73,7.24,51.82,lentil
29.0,88.0,16.0,22.58,21.83,5.84,140.16,pigeonpeas
115.0,10.0,47.0,30.27,90.37,6.44,47.02,muskmelon
26.0,111.0,29.0,19.06,23.63,6.45,116.23,kidneybeans
52.0,60.0,46.0,36.31,96.96,6.53,169.99,papaya
20.0,141.0,205.0,23.9,92.45,6.54,103.31,apple
21.0,17.0,22.0,21.19,96.09,7.06,121.5,pomegranate
19.0,54.0,26.0,29.54,56.87,4.29,83.12,mothbeans
27.0,19.0,36.0,27.49,93.17,7.82,138.8,coconut
106.0,28.0,30.0,25.56,61.01,6.93,224.39,coffee
49.0,58.0,46.0,36.5,89.02,7.33,163.05,papaya
24.0,24.0,25.0,23.21,88.02,6.26,181.85,pomegranate
106.0,18.0,54.0,25.02,86.73,6.97,51.17,watermelon
35.0,60.0,16.0,24.98,74.8,5.79,108.65,blackgram
108.0,26.0,29.0,24.39,63.67,6.52,198.11,coffee
13.0,130.0,199.0,21.17,92.94,6.63,112.4,apple
11.0,80.0,18.0,24.96,61.8,6.51,68.18,lentil
22.0,19.0,33.0,27.64,95.54,7.13,122.2,coconut
26.0,85.0,33.0,23.91,21.68,5.1,107.84,pigeonpeas
56.0,84.0,93.0,24.84,16.31,7.13,69.47,chickpea
112.0,17.0,50.0,30.14,93.36,6.74,29.28,muskmelon
19.0,24.0,8.0,13.49,97.64,7.06,119.88,orange
31.0,40.0,20.0,29.4,84.75,7.38,163.39,mungbean
19.0,16.0,29.0,25.44,93.46,5.96,163.32,coconut
17.0,16.0,21.0,20.83,97.08,6.23,128.72,pomegranate
32.0,59.0,28.0,29.2,87.3,6.24,124.67,mungbean
100.0,8.0,55.0,26.04,85.12,6.91,57.55,watermelon
21.0,79.0,20.0,20.68,15.43,6.6,154.2,pigeonpeas
52.0,60.0,44.0,35.7,93.5,7.5,173.76,papaya
55.0,90.0,61.0,17.48,15.72,5.96,62.38,chickpea
25.0,85.0,34.0,24.71,17.85,6.62,176.04,pigeonpeas
17.0,15.0,13.0,10.42,93.76,7.4,114.4,orange
23.0,22.0,14.0,13.39,96.45,6.99,106.55,orange
97.0,73.0,54.0,30.82,72.15,5.55,100.25,banana
17.0,22.0,23.0,20.73,94.98,6.28,115.99,pomegranate
127.0,44.0,19.0,28.84,82.71,7.59,91.1,cotton
112.0,27.0,29.0,26.85,69.7,6.95,239.94,coffee
103.0,34.0,29.0,27.28,68.54,6.5,194.69,coffee
59.0,96.0,89.0,20.33,20.96,5.72,89.53,chickpea
17.0,85.0,33.0,22.77,16.37,5.29,112.12,pigeonpeas
37.0,67.0,29.0,26.74,61.62,5.17,144.17,blackgram
18.0,24.0,24.0,9.17,82.58,5.95,73.22,grapes
106.0,12.0,52.0,26.85,90.36,6.68,60.54,watermelon
90.0,33.0,57.0,24.04,88.26,5.98,284.33,rice
18.0,20.0,21.0,23.55,94.45,6.33,193.04,pomegranate
62.0,54.0,56.0,29.29,70.26,6.27,184.21,jute
23.0,22.0,10.0,13.67,95.82,6.64,118.5,orange
21.0,19.0,38.0,25.03,97.89,7.94,199.52,coconut
111.0,11.0,54.0,27.69,90.22,6.55,46.55,watermelon
22.0,21.0,20.0,10.61,84.47,6.0,66.83,grapes
3.0,143.0,196.0,23.47,90.76,5.56,121.58,apple
16.0,109.0,31.0,23.54,61.72,6.04,42.85,lentil
18.0,18.0,15.0,21.5,90.3,5.8,165.38,pomegranate
15.0,18.0,16.0,20.84,94.77,7.25,174.92,pomegranate
29.0,116.0,31.0,19.06,23.94,5.54,130.18,kidneybeans
32.0,79.0,16.0,22.81,19.39,5.9,159.92,pigeonpeas
109.0,12.0,53.0,28.06,88.98,6.54,66.56,watermelon
58.0,80.0,75.0,16.63,20.29,6.75,69.22,chickpea
33.0,56.0,31.0,30.02,71.3,6.79,150.2,blackgram
19.0,74.0,19.0,21.73,16.45,6.11,147.04,pigeonpeas
87.0,35.0,57.0,26.58,89.5,6.59,242.01,rice
17.0,24.0,23.0,21.32,94.16,6.45,139.17,pomegranate
16.0,109.0,20.0,21.12,64.33,5.64,51.95,lentil
40.0,65.0,20.0,24.23,69.08,5.99,122.4,blackgram
32.0,45.0,22.0,28.76,88.64,7.22,139.48,mungbean
24.0,67.0,31.0,25.78,18.7,5.71,163.98,pigeonpeas
99.0,14.0,53.0,28.61,90.03,6.88,68.13,watermelon
14.0,106.0,32.0,18.17,20.52,5.75,143.97,kidneybeans
16.0,15.0,14.0,14.75,97.92,6.73,109.36,orange
115.0,40.0,21.0,25.03,79.33,6.87,63.87,cotton
73.0,40.0,41.0,29.19,89.3,6.83,200.68,jute
24.0,49.0,17.0,25.22,91.47,6.51,123.99,mungbean
71.0,41.0,40.0,27.82,71.91,6.29,234.68,jute
18.0,20.0,19.0,21.07,94.73,6.27,125.13,pomegranate
79.0,48.0,45.0,28.11,85.95,7.25,234.65,jute
109.0,35.0,33.0,24.38,65.64,6.76,222.97,coffee
24.0,24.0,24.0,11.78,80.17,6.02,70.57,grapes
49.0,95.0,68.0,20.88,19.61,6.66,70.41,chickpea
15.0,120.0,17.0,19.84,19.84,6.73,102.85,kidneybeans
50.0,70.0,28.0,26.84,60.74,5.08,141.56,blackgram
28.0,132.0,29.0,20.72,23.68,5.94,100.06,kidneybeans
105.0,34.0,34.0,27.08,55.92,6.25,237.55,coffee
21.0,79.0,31.0,20.1,19.2,6.34,163.89,pigeonpeas
89.0,42.0,47.0,31.46,87.54,6.59,219.9,jute
54.0,62.0,50.0,35.58,92.18,6.9,168.1,papaya
123.0,44.0,25.0,24.28,77.14,6.44,118.52,cotton
90.0,88.0,64.0,26.69,79.98,5.87,191.75,banana
99.0,13.0,48.0,25.94,85.52,6.06,69.58,watermelon
17.0,65.0,28.0,24.49,17.29,5.98,133.24,pigeonpeas
97.0,83.0,48.0,29.53,73.83,6.5,133.91,banana
38.0,70.0,27.0,27.11,62.56,5.57,143.16,blackgram
26.0,131.0,30.0,18.75,18.53,6.55,118.42,kidneybeans
81.0,48.0,52.0,27.44,79.31,7.33,166.11,jute
19.0,16.0,36.0,28.33,93.99,6.4,137.18,coconut
11.0,133.0,195.0,23.2,93.76,6.62,110.35,apple
109.0,48.0,24.0,29.02,84.69,7.23,100.55,cotton
104.0,11.0,49.0,31.03,95.0,6.49,27.3,muskmelon
18.0,134.0,202.0,23.79,94.54,5.59,106.17,apple
22.0,55.0,16.0,29.48,52.03,6.18,74.26,mothbeans
87.0,70.0,53.0,25.99,79.1,6.32,104.4,banana
10.0,129.0,29.0,20.49,23.94,5.97,117.0,kidneybeans
109.0,16.0,54.0,25.77,88.43,6.69,37.45,muskmelon
77.0,42.0,48.0,25.08,80.45,6.06,243.88,rice
23.0,46.0,24.0,26.03,55.04,6.36,98.95,mothbeans
41.0,74.0,23.0,26.62,69.1,7.33,162.77,blackgram
27.0,71.0,23.0,24.32,21.76,6.46,173.81,pigeonpeas
24.0,19.0,20.0,20.86,92.48,7.05,152.68,pomegranate
86.0,78.0,64.0,26.73,78.68,6.48,144.81,banana
19.0,22.0,14.0,10.57,96.25,7.08,113.12,orange
100.0,83.0,49.0,25.21,76.34,6.14,187.66,banana
19.0,10.0,21.0,24.1,47.01,6.04,107.01,mango
5.0,139.0,200.0,23.05,91.35,6.4,113.32,apple
92.0,85.0,61.0,31.62,78.09,5.51,192.41,banana
16.0,22.0,12.0,10.66,96.9,6.92,107.09,orange
13.0,144.0,200.0,23.96,91.51,5.55,104.97,apple
18.0,126.0,196.0,21.98,91.16,5.9,106.64,apple
85.0,77.0,51.0,29.3,81.03,6.92,165.36,banana
49.0,59.0,48.0,35.31,96.11,7.41,166.1,papaya
52.0,61.0,49.0,34.97,90.76,6.91,153.7,papaya
4.0,141.0,203.0,22.64,92.77,6.45,113.17,apple
17.0,21.0,23.0,23.92,89.8,7.03,133.88,pomegranate
125.0,50.0,19.0,24.6,75.7,6.98,119.42,cotton
22.0,15.0,20.0,19.11,81.33,6.71,78.38,grapes
97.0,31.0,31.0,22.64,73.18,6.58,99.78,maize
21.0,22.0,22.0,20.82,91.88,6.25,164.0,pomegranate
16.0,12.0,16.0,26.31,53.27,5.92,145.09,mango
34.0,51.0,25.0,31.32,82.99,6.5,170.89,mungbean
22.0,25.0,17.0,21.74,92.6,5.58,101.45,pomegranate
93.0,72.0,62.0,25.19,80.34,5.28,188.66,banana
89.0,51.0,57.0,26.56,78.76,6.71,177.87,jute
19.0,19.0,18.0,14.45,81.26,6.25,81.0,grapes
53.0,78.0,72.0,17.59,15.56,5.6,67.12,chickpea
112.0,29.0,26.0,27.21,62.47,6.13,161.53,coffee
25.0,75.0,15.0,23.47,16.29,6.47,101.92,pigeonpeas
22.0,108.0,20.0,20.77,62.75,7.15,30.24,lentil
18.0,22.0,16.0,20.44,96.48,6.24,159.11,pomegranate
21.0,92.0,23.0,20.97,14.09,6.09,178.06,pigeonpeas
94.0,78.0,62.0,26.61,72.06,6.3,120.25,banana
22.0,23.0,32.0,29.25,95.09,5.42,156.21,coconut
111.0,54.0,18.0,25.6,76.02,7.78,77.17,cotton
42.0,63.0,32.0,26.01,74.72,6.53,159.52,blackgram
109.0,32.0,35.0,26.84,60.74,6.56,186.66,coffee
22.0,17.0,24.0,23.36,94.54,6.84,100.53,pomegranate
106.0,44.0,24.0,23.26,79.36,6.06,85.01,cotton
24.0,20.0,24.0,31.98,49.45,6.61,164.07,mango
24.0,21.0,22.0,18.67,81.31,5.59,65.04,grapes
18.0,55.0,20.0,25.45,52.04,4.63,62.91,mothbeans
126.0,45.0,25.0,24.47,75.38,7.72,105.13,cotton
73.0,53.0,33.0,20.6,87.28,6.24,253.26,rice
27.0,60.0,17.0,29.15,55.34,5.52,82.32,mothbeans
24.0,19.0,17.0,13.77,83.58,5.72,70.41,grapes
19.0,24.0,32.0,28.13,91.27,5.62,198.99,coconut
31.0,86.0,23.0,23.31,20.84,5.68,169.57,pigeonpeas
81.0,78.0,63.0,26.92,74.73,5.61,161.23,banana
56.0,60.0,47.0,37.16,92.41,6.75,150.37,papaya
20.0,20.0,19.0,28.83,47.55,6.61,148.34,mango
17.0,16.0,18.0,19.06,88.29,7.32,100.82,pomegranate
25.0,15.0,18.0,31.13,51.91,6.0,98.61,mango
23.0,18.0,13.0,13.12,91.86,7.08,110.94,orange
15.0,99.0,17.0,25.7,16.24,5.26,135.19,pigeonpeas
57.0,98.0,83.0,18.57,20.3,5.93,78.2,chickpea
23.0,13.0,23.0,30.07,49.97,5.57,106.74,mango
25.0,22.0,21.0,20.76,91.64,6.21,163.64,pomegranate
15.0,94.0,27.0,24.86,69.38,7.22,70.01,lentil
15.0,18.0,21.0,18.06,88.33,7.2,168.4,pomegranate
23.0,19.0,21.0,17.64,82.56,6.45,77.9,grapes
18.0,106.0,26.0,19.11,23.53,6.37,129.64,kidneybeans
56.0,74.0,66.0,15.25,19.17,6.58,67.03,chickpea
105.0,10.0,46.0,26.71,94.84,6.47,50.36,muskmelon
20.0,20.0,17.0,14.66,97.44,6.01,118.44,orange
15.0,53.0,20.0,29.55,54.66,4.56,90.58,mothbeans
79.0,41.0,40.0,25.21,78.46,7.2,178.18,jute
40.0,99.0,77.0,24.84,19.34,6.58,58.3,chickpea
22.0,20.0,37.0,27.4,90.11,6.32,177.58,coconut
97.0,15.0,46.0,26.98,86.73,6.31,66.11,watermelon
32.0,71.0,16.0,25.02,17.8,6.7,130.67,pigeonpeas
33.0,69.0,29.0,24.2,66.18,5.83,150.21,blackgram
112.0,35.0,33.0,26.06,56.18,6.73,220.86,coffee
17.0,18.0,25.0,30.22,49.96,5.11,109.59,mango
120.0,54.0,22.0,28.48,78.67,6.4,87.26,cotton
12.0,130.0,201.0,21.23,94.0,6.89,126.23,apple
65.0,35.0,34.0,25.13,81.82,6.02,284.52,rice
18.0,21.0,10.0,10.72,92.99,7.11,118.32,orange
16.0,44.0,27.0,28.18,85.02,6.7,185.44,mungbean
17.0,59.0,27.0,28.22,84.24,7.41,134.46,mungbean
29.0,61.0,22.0,29.75,52.86,5.22,59.62,mothbeans
105.0,77.0,47.0,29.72,72.08,5.95,119.28,banana
23.0,25.0,29.0,29.48,95.53,5.78,187.71,coconut
97.0,15.0,52.0,24.57,85.19,6.99,60.35,watermelon
84.0,86.0,57.0,31.65,75.4,5.22,150.65,banana
66.0,41.0,39.0,27.72,67.17,6.2,61.41,maize
104.0,16.0,52.0,30.38,85.87,6.93,35.95,muskmelon
18.0,21.0,24.0,22.03,88.75,6.42,189.08,pomegranate
24.0,72.0,29.0,23.9,16.87,6.82,101.67,pigeonpeas
99.0,16.0,53.0,34.23,88.76,6.51,32.71,muskmelon
32.0,48.0,18.0,27.97,85.86,7.39,176.19,mungbean
113.0,11.0,51.0,24.46,84.58,6.09,49.46,watermelon
10.0,132.0,195.0,22.69,90.62,5.62,122.66,apple
42.0,74.0,29.0,27.32,70.34,5.86,120.79,blackgram
36.0,70.0,34.0,27.5,72.92,6.41,111.79,blackgram
2.0,144.0,198.0,23.07,91.69,6.95,103.05,apple
110.0,30.0,26.0,24.37,61.03,6.75,157.3,coffee
30.0,65.0,25.0,25.95,54.99,3.87,89.03,mothbeans
22.0,23.0,32.0,26.02,90.52,5.24,170.01,coconut
16.0,44.0,27.0,30.37,85.51,6.69,153.36,mungbean
96.0,81.0,46.0,27.79,74.71,7.0,130.84,banana
93.0,56.0,30.0,24.09,84.17,5.83,167.98,rice
23.0,127.0,22.0,21.77,19.0,6.25,134.54,kidneybeans
41.0,68.0,23.0,29.18,60.67,5.14,134.29,blackgram
111.0,10.0,46.0,32.49,88.05,6.95,45.0,muskmelon
100.0,14.0,45.0,34.32,90.23,6.04,31.99,muskmelon
109.0,10.0,54.0,28.97,83.64,6.87,48.17,watermelon
123.0,45.0,23.0,28.38,77.82,5.83,67.09,cotton
17.0,22.0,23.0,13.87,81.49,6.44,66.86,grapes
23.0,19.0,18.0,31.94,48.03,4.63,167.0,mango
101.0,11.0,48.0,29.31,89.24,6.67,63.96,watermelon
24.0,17.0,23.0,14.4,81.64,5.82,68.35,grapes
16.0,20.0,14.0,10.14,94.59,7.26,114.45,orange
107.0,13.0,52.0,32.95,92.51,6.94,33.94,muskmelon
15.0,13.0,16.0,25.86,56.05,4.59,109.78,mango
31.0,43.0,24.0,25.24,86.98,6.4,118.29,mungbean
56.0,57.0,52.0,35.65,96.31,6.71,155.23,papaya
48.0,65.0,72.0,18.59,20.44,5.97,60.54,chickpea
84.0,46.0,47.0,27.31,78.67,6.62,200.37,jute
